UID	BLANK	GWEIGHT	2A4SA	2A4SA(2)	2A0SB	2A0SA	2A4SB	2A10SB	2A10SB-20	1A17SA	1A17SA-12	2A0SB(2)	2C0SB	2C7SA	1A7SB	2A10SA	2C10SA
MR-2 MC-4 R-4 C-16		1	3546.705692	530.4849008	1277.699765	2392.985207	1324.668476	2726.11981	1682.12073	528.1159083	1832.655427	2108.43104	1924.225	1574.529797	1868.457229	1800.947619	1463.412398
MR-2 MC-4 R-5 C-1		1	446.1988701	69.26354461	187.042029	312.3094675	778.8321207	633.5953051	295.1758799	150.6051623	428.029735	325.3072001	403.6628175	265.8985623	415.2056402	257.5401264	208.4167792
MR-2 MC-4 R-5 C-2		1	360.8119658	38.11904444	114.7590665	157.0788902	344.4176221	269.4053908	326.0336439	73.1795308	146.2204211	137.6478082	130.5018704	232.79	316.6535714	304.2659052	222.1114591
MR-2 MC-4 R-5 C-3		1	259.0051672	96.39092367	362.4409242	354.4374238	346.9003795	516.3143137	882.1807229	126.5566842	262.3640676	374.9414469	287.6111213	397.4831685	640.6310776	725.2500225	521.7368127
MR-2 MC-4 R-5 C-4		1	4219.696087	510.4143119	1034.016677	1185.945771	4089.178011	1991.694444	1840.955478	759.5419473	1515.813865	2109.657007	1611.60794	1481.480952	2528.157703	1546.403901	1290.127367
MR-2 MC-4 R-5 C-5		1	1320.426277	329.7279647	690.8643181	1102.212132	2632.478737	1791.174483	1331.030571	598.4597099	1278.435378	1628.175853	1750.52352	945.7449698	1338.456629	1294.017499	915.707266
MR-2 MC-4 R-5 C-6		1	1310.663006	134.6944834	195.5769231	278.3445736	883.9962483	574.0283224	481.6951753	142.6635945	409.2046286	462.6349765	396.743486	377.3354902	507.815091	380.7916667	307.4891304
MR-2 MC-4 R-5 C-7		1	449.0863723	168.1701571	358.9049144	361.6014493	148.144778	706.3255613	730.21853	160.7315076	410.4525122	593.3268673	525.963769	632.6633519	866.580539	727.9962963	599.3694444
MR-2 MC-4 R-5 C-8		1	1356.815078	399.1343656	548.7618765	986.7629298	1950.206397	1112.060383	717.6432874	467.4974245	1801.964932	1832.899918	1435.123908	712.6502463	1019.703941	597.9113441	633.6451199
MR-2 MC-4 R-5 C-9		1	502.4385945	160.121178	243.96	413.1891803	615.5161765	1310.053522	632.6173941	176.323469	366.4893048	524.113523	386.5033099	777.5333561	888.124676	695.693983	607.8847018
MR-2 MC-4 R-5 C-10		1	351.1237624	63.18387002	85.92156863	194.6480263	507.9020884	364.0978431	143.6477507	68.45735034	249.0630313	304.0271127	252.7754475	134.0132159	227.0704846	127.8130471	119.9516835
MR-2 MC-4 R-5 C-11		1	671.3938895	202.5521978	221.6518375	455.7718693	812.4093477	762.3307843	511.7143519	224.4181818	450.6269444	594.9327672	454.9213605	415.4129996	606.6545238	569.287037	413.2638889
MR-2 MC-4 R-5 C-12		1	4.85331825	10.2071281	8.861103253	11.96	-3.619640164	2.751450677	9.434116809	12.14724818	4.789351852	17.0139477	4.429954955	-8.214069362	5.274685749	22.28362288	11.48570174
MR-2 MC-4 R-5 C-13		1	4.687048504	16.43354037	5.8956184	59.38984726	9.62475519	2.297725056	-25.68239796	8.814370599	0.46977467	16.25495423	8.306991774	-0.887010515	0.399836838	-6.457070707	8.721380471
MR-2 MC-4 R-5 C-14		1	13.49122807	9.973488865	3.990244915	7.604155615	4.834274135	-0.257653061	22.78818969	-1.012048193	-0.28543602	17.7960275	-0.599343559	-8.052499011	-26.44767793	15.08916084	-1.778055278
MR-2 MC-4 R-5 C-15		1	4.737279335	3.825188537	-0.710377768	6.581410256	-5.481094527	-12.09383189	-8.522352503	8.981499632	-11.44845938	0.933605833	12.0799868	-1.997652158	-112.0175637	-2.015941923	-3.937837443
MR-2 MC-4 R-5 C-16		1	7.777070064	3.420262664	-2.235714286	10.8268018	-2.284669916	-4.685515873	-5.501497151	-2.458041958	1.187929717	17.1545391	5.116193785	-6.148379658	-55.14862241	-14.82459148	2.589281179
MR-2 MC-4 R-6 C-1		1	1198.057879	161.5551747	195.7693924	445.8112407	887.1687953	1278.576819	653.2152664	163.8204045	481.4392403	407.5820339	456.0169423	532.2614032	634.1404297	470.0313279	397.760342
MR-2 MC-4 R-6 C-2		1	12527.14029	2543.82468	2675.699792	4374.385303	8995.157177	7063.594088	5827.539074	2685.778313	5302.18283	4748.054205	4725.592003	6585.415688	6711.024486	5571.625005	6759.869418
MR-2 MC-4 R-6 C-3		1	190.2071961	46.32346109	94.61850942	163.7706134	274.5637803	1505.362324	218.8177701	90.28778185	149.6538231	177.8909025	151.4866803	114.9078402	123.6381706	197.8144818	112.7475274
MR-2 MC-4 R-6 C-4		1	4897.872166	551.4655405	766.8750706	1393.470882	2803.034754	1664.341499	1928.372341	697.3643178	1315.94932	1249.934901	1628.086743	1297.864688	1941.813144	1612.823596	1221.128623
MR-2 MC-4 R-6 C-5		1	258.7764162	58.05699856	75.99804815	143.6780255	299.5088693	300.7206922	250.7377049	84.32257416	252.5096751	220.6117886	182.26845	117.7786854	216.0493897	172.0836203	125.8545344
MR-2 MC-4 R-6 C-6		1	380.0097685	121.8457527	323.1626684	342.0364042	552.2640822	687.1220975	834.9611111	149.0462672	516.547633	609.8720851	436.9518185	419.2528123	563.5049756	667.6234007	540.1438552
MR-2 MC-4 R-6 C-7		1	3876.750537	863.5718118	956.6449821	1607.365854	3920.695206	2402.976854	2403.112774	662.200819	2274.39476	2874.045883	2107.661576	2754.408592	2517.113596	2188.737681	1924.788567
MR-2 MC-4 R-6 C-8		1	1581.374016	417.1590909	1284.421769	1375.851492	1689.235371	1384.058671	1665.668398	392.3029238	1986.482193	2439.609048	1561.76455	823.7627102	1161.028472	1289.39235	1041.138798
MR-2 MC-4 R-6 C-9		1	2000.339277	533.4167128	857.2266426	1010.16168	1913.988656	2262.989314	1835.94202	532.1203198	1575.100903	2007.276866	1235.493965	1926.419842	1907.488103	1554.077098	1281.446576
MR-2 MC-4 R-6 C-10		1	548.4989543	217.1285403	328.8217595	548.4188034	643.2479503	1280.453431	1009.777847	190.87286	656.3868339	843.5786359	691.5799046	1112.539742	1100.270672	953.1609079	893.2062877
MR-2 MC-4 R-6 C-11		1	2179.414763	435.9980719	542.3161074	1073.317667	1766.499979	1414.717201	1421.514597	421.1779221	996.4254905	1508.728224	1154.592967	1477.748941	1936.951665	1263.398704	1160.712767
MR-2 MC-4 R-6 C-12		1	1872.590417	428.4343992	714.6571243	867.7929168	1009.564608	1350.622277	1413.252382	409.1591074	1018.139493	1326.681518	1049.697235	1674.990981	1714.422405	1298.567572	1338.084015
MR-2 MC-4 R-6 C-13		1	1013.005279	198.6166667	188.5803276	469.3025869	589.4032723	848.1191176	594.6952862	206.1966788	460.9176471	490.5588483	377.1648356	657.0952283	901.3076923	587.4526973	562.9625201
MR-2 MC-4 R-6 C-14		1	675.4537156	162.783105	337.4194229	556.2385598	523.1471343	832.3404635	763.818266	141.9987579	406.4979286	575.5887675	467.1687662	489.5246192	615.5693934	648.1037037	452.3236111
MR-2 MC-4 R-6 C-15		1	1557.466515	943.0733918	1823.855646	2794.281435	1648.23467	5603.26798	3306.802971	2548.122434	2540.92315	3988.16	2305.522972	3711.837762	6436.682346	2575.575572	2544.855711
MR-2 MC-4 R-6 C-16		1	8396.537343	3074.394045	3556.113542	6208.29672	7738.30117	5626.997995	4574.274318	1808.126749	6835.647059	7588.00033	4523.313843	5730.588507	5535.878596	4264.363151	4933.474956
MR-2 MC-4 R-7 C-1		1	7596.92683	1046.469027	1952.053422	2264.545829	3829.764295	3331.122304	2648.773793	1361.473883	2899.320588	2533.445311	2448.061478	2519.702636	3222.098311	2357.146659	2828.649545
MR-2 MC-4 R-7 C-2		1	4609.063171	477.3927763	1155.880711	1453.731931	3142.619642	2065.146377	1458.081155	737.5122318	2123.364267	1682.021012	1772.983135	1234.667653	1493.816218	1104.393921	1258.242187
MR-2 MC-4 R-7 C-3		1	6746.907329	403.6683375	1283.660091	2313.769976	4690.965193	3479.899275	2126.657091	1040.453069	3063.620208	1674.700282	2947.049466	1544.514305	1999.257945	1584.144275	1404.04529
MR-2 MC-4 R-7 C-4		1	4464.120164	531.8672679	856.949368	1510.531111	2411.949323	1919.080942	1702.860442	887.0033611	1842.796613	1321.128881	1680.386717	1555.724335	1979.998187	1200.230907	1248.947199
MR-2 MC-4 R-7 C-5		1	1307.527763	148.2246288	251.3745115	535.2925408	1522.514797	829.5612954	596.5489126	349.405	576.8653124	694.4212094	637.4911521	681.0130447	1011.840058	433.985306	424.3870773
MR-2 MC-4 R-7 C-6		1	820.8323706	126.494365	258.325	343.681258	475.6090746	686.3087542	676.0915957	150.4304406	280.9295235	358.4487089	403.9652161	581.1391014	801.1604502	488.3802294	356.8218524
MR-2 MC-4 R-7 C-7		1	4169.231342	622.1666462	1646.332495	2184.773506	4279.10123	3280.426412	2229.380435	1103.681706	4646.633384	3236.849291	3399.681624	1901.876086	2319.680585	1676.106723	1582.930491
MR-2 MC-4 R-7 C-8		1	2503.103009	297.6636127	829.940377	1219.674782	1852.527547	2073.139854	1564.346783	352.1659323	1743.923696	1403.61159	1758.830237	1501.7393	1642.583513	1263.636192	1018.381763
MR-2 MC-4 R-7 C-9		1	1218.610532	195.2539532	317.415678	603.0701525	742.1333333	1130.60547	774.3480025	177.238951	693.2339972	591.6089011	812.1769361	915.431196	1070.757313	588.2579235	650.8775956
MR-2 MC-4 R-7 C-10		1	8660.443452	1493.197989	2558.300953	4787.715651	6547.27976	5248.346473	3863.070268	2047.281264	5361.073611	5536.139544	6445.291139	4063.714658	5304.89869	2515.383607	2500.677596
MR-2 MC-4 R-7 C-11		1	4320.41106	667.4373113	1242.207598	2111.599384	1923.650102	2274.448044	1998.543271	969.30729	1925.171808	2652.634154	2576.105858	1973.219878	2764.354965	1660.445988	1842.190348
MR-2 MC-4 R-7 C-12		1	2497.647358	301.1211317	382.7758986	800.7037964	804.4995495	932.559964	934.788833	234.8786547	712.6590909	724.9694994	802.1714286	1093.329687	1015.460342	785.5683006	835.5090894
MR-2 MC-4 R-7 C-13		1	6556.688707	1049.594575	1422.217346	3045.171965	2628.22195	3270.997438	2703.604372	755.8276377	2220.658611	2578.143892	2445.338953	2376.289905	3035.303737	2348.116847	1967.321458
MR-2 MC-4 R-7 C-14		1	3540.670126	485.9422934	548.8325359	1131.242783	859.1598551	1508.087173	1489.856163	294.2811776	654.8723727	960.5864104	874.0786749	1316.600061	1158.588127	1222.629508	1143.810929
MR-2 MC-4 R-7 C-15		1	5985.483199	534.3138807	1126.484233	2230.290307	1851.556984	2453.852231	1526.189211	454.8256472	1427.996703	2080.618889	1969.299142	1776.707816	1989.292828	1489.514499	1386.203811
MR-2 MC-4 R-7 C-16		1	5073.443008	564.9814726	1331.568603	1622.853421	973.238055	1747.844588	1295.126288	295.4441458	930.379895	1285.31578	1210.00133	1592.283247	1988.304437	1384.862319	1187.248188
MR-2 MC-4 R-8 C-1		1	2449.325425	225.9419372	459.0688312	846.8827068	1616.798175	1067.620224	963.5365741	439.4582251	1277.454871	893.2431789	1149.544898	672.7818937	938.9976744	793.9919679	670.4096386
MR-2 MC-4 R-8 C-2		1	12722.52255	1619.681297	3184.574401	5972.824727	10468.6912	7489.975955	5603.376852	3148.085417	6729.051037	5817.03935	6496.477723	4870.800962	6869.023949	4666.575081	4338.101369
MR-2 MC-4 R-8 C-3		1	3475.566026	408.1045868	932.2591575	1858.413642	2123.753905	2030.434301	1518.664866	1112.889054	1490.857022	1572.818567	2027.475984	1344.056673	2152.345354	1214.554553	1252.490898
MR-2 MC-4 R-8 C-4		1	15502.43729	2238.155978	2307.367726	4151.718016	8435.894329	7594.582729	6996.009275	2200.839262	3392.085845	5044.513542	4108.293205	6450.441912	6162.334201	6923.231944	6815.45463
MR-2 MC-4 R-8 C-5		1	8093.808366	859.951782	2407.861428	3200.332128	6123.694709	6978.938105	4486.514056	1604.623109	3522.84178	3284.26525	4288.082726	3106.920849	4084.218254	2956.387415	2548.18376
MR-2 MC-4 R-8 C-6		1	2649.963901	588.0201327	2187.421028	2120.949359	1712.087269	2657.599793	2139.243343	1199.396552	2053.079894	2428.368999	1868.59865	1818.63233	2357.12971	2055.815876	2360.485178
MR-2 MC-4 R-8 C-7		1	790.628125	92.52008081	147.100963	252.8414141	388.087294	428.2573265	375.5977272	117.6673901	247.5919946	261.4632576	238.3558837	268.7361295	393.460959	294.1679952	212.0048309
MR-2 MC-4 R-8 C-8		1	5176.671005	674.2101061	1479.778947	2390.681417	4759.019257	3739.453325	3055.187802	975.8448693	3056.3188	2935.382822	3029.782052	3016.135208	3176.788131	2256.221476	1776.961001
MR-2 MC-4 R-8 C-9		1	7139.677625	1093.046774	3307.967735	5575.305031	5596.436959	6564.406991	4989.937553	1585.283411	6084.450988	5895.593396	6610.853692	4383.65725	6106.040014	4167.088613	3660.45352
MR-2 MC-4 R-8 C-10		1	8659.14875	1706.086207	2052.651729	3302.858824	4336.66369	4680.501019	4874.477931	1519.372955	4278.291457	5119.271868	3747.329225	5619.309782	6371.358892	4722.74213	4669.688889
MR-2 MC-4 R-8 C-11		1	3791.050676	1175.412857	1280.087411	2643.120301	3258.821865	3059.475776	4623.878759	1416.391266	3852.004419	3972.40944	2986.894489	3241.06713	4443.145813	3478.144236	3385.515029
MR-2 MC-4 R-8 C-12		1	1965.330511	220.5428232	402.8569268	881.9067748	1154.582381	1261.835251	881.4589119	257.6326691	568.7777173	964.8013267	718.0636993	1183.712813	1015.732057	957.4122709	810.8424285
MR-2 MC-4 R-8 C-13		1	1885.090298	358.0774045	1190.143217	1304.461051	873.3801094	1814.889434	1757.071636	598.5685386	1221.606203	1664.763	1242.036279	2007.777084	2281.032284	1466.557187	1083.534663
MR-2 MC-4 R-8 C-14		1	7122.203704	756.519638	978.5733871	2382.73938	2620.655815	2013.790004	1338.394126	617.7875731	2423.60743	2732.703572	1725.779238	1848.662742	1733.803794	1290.939582	1659.704864
MR-2 MC-4 R-8 C-15		1	1676.35915	172.3291866	243.9809936	856.1421053	747.3908625	716.8339547	556.9475852	188.2611543	492.171272	602.8212022	577.5233795	599.4659408	893.8071415	576.468277	427.0253221
MR-2 MC-4 R-8 C-16		1	4755.155188	1711.705585	2187.575483	3964.824679	3632.918439	2939.278363	2785.753333	746.9816403	4155.577268	3962.17008	2896.571719	2482.263332	4060.451202	2669.537762	3000.102254
MR-2 MC-4 R-9 C-1		1	737.5742574	117.172543	327.2466629	620.6142771	768.735123	754.1885752	657.8957119	288.5230793	576.228403	448.2800651	726.7069798	370.6852681	718.021291	433.2730924	347.4257028
MR-2 MC-4 R-9 C-2		1	5243.762042	678.7608218	785.5297844	1898.298224	5352.005054	2667.738918	2270.753721	1063.71857	2463.143639	2175.634305	2411.743158	2023.590286	2360.602815	1851.928844	1479.720832
MR-2 MC-4 R-9 C-3		1	212.25	46.82963526	52.42331933	97.56469746	146.5509434	108.3621212	163.7576356	53.4590447	83.31894751	92.04013057	97.06779661	148.432984	157.0638655	152.8052102	153.9689823
MR-2 MC-4 R-9 C-4		1	11097.35172	1445.289669	1889.065975	3417.504429	7206.191176	7925.500453	5974.673162	2040.389674	5370.743627	4206.919983	4706.169369	5000.29314	5441.28519	5793.815217	4292.849957
MR-2 MC-4 R-9 C-5		1	2731.496864	330.2485183	741.3565781	1120.835518	3505.326239	1589.149227	955.2134637	662.2994246	1780.382619	1412.855346	1554.593506	773.6231231	970.3888889	634.7839256	638.3992778
MR-2 MC-4 R-9 C-6		1	1738.839209	181.2033135	549.4924242	892.1912383	2088.412156	1034.982164	745.3648206	430.6976744	1078.544706	944.4365073	1201.814211	460.4337061	665.4181554	462.4738244	387.2967598
MR-2 MC-4 R-9 C-7		1	586.1569024	124.6907352	375.9636759	374.616196	490.9682897	544.9790913	714.5544362	203.7900759	236.3809524	506.0063291	515.2301421	766.9762708	3431.279577	547.3832931	413.5650161
MR-2 MC-4 R-9 C-8		1	4184.629293	722.9164542	1315.391461	2670.947344	4993.230885	3081.514493	2694.859331	1249.821429	3196.8605	3119.859374	3157.055987	2345.074011	3289.848604	1933.349565	1627.465725
MR-2 MC-4 R-9 C-9		1	8507.297368	2162.866497	1948.701681	3230.959794	5254.869503	4769.368913	6669.300926	1592.490497	3470.625896	5140.231647	4015.655063	9353.216154	7581.343472	9193.179435	7964.493589
MR-2 MC-4 R-9 C-10		1	966.6960763	128.6093815	210.5567901	435.501634	650.6756783	633.6891296	531.2401174	112.1998669	413.4207905	490.9207331	440.7531272	493.0431125	624.9958417	365.7374254	264.1289429
MR-2 MC-4 R-9 C-11		1	7592.323644	1427.29988	2497.937527	4674.00427	4586.949856	4754.835145	3734.131858	1653.181592	4479.819614	4556.688059	4142.310811	3845.034406	4806.187174	3197.198171	3094.145439
MR-2 MC-4 R-9 C-12		1	9643.890053	1245.918653	1972.583909	4418.601966	4898.315632	5180.902922	3898.184111	1168.905044	4177.172741	4662.003916	3964.53269	3681.391304	4571.388181	3646.639095	2741.252919
MR-2 MC-4 R-9 C-13		1	9232.058645	2186.336268	1942.473613	4127.622449	4279.161207	3382.081522	3712.986495	1620.901118	4801.576033	6401.837879	3194.339599	4756.916678	5391.490602	3379.5	4279.563406
MR-2 MC-4 R-9 C-14		1	2394.236808	205.6257087	367.8647411	735.2389797	714.1467391	558.5012785	599.3265249	230.0416223	643.1563229	657.1566919	719.2221608	566.4194168	741.2053156	461.7878919	344.4648835
MR-2 MC-4 R-9 C-15		1	5287.037621	776.6702174	806.6287827	1406.074091	1707.703079	1384.237457	2078.991896	610.2629878	1792.664864	1449.681834	887.8632878	1989.382251	1599.389466	1618.512614	1255.827066
MR-2 MC-4 R-9 C-16		1	3573.700925	491.7634492	1072.945238	2476.506817	1349.435673	2163.118439	1560.276944	442.2602539	1658.876584	1988.737465	1785.05506	1408.645776	1806.809037	1627.996575	1278.992727
MR-2 MC-4 R-10 C-1		1	598.4895651	104.4326923	305.0261268	310.1071618	634.748659	398.8556252	338.7819799	125.914223	408.2514919	322.6075232	427.0348432	232.779304	354.0009158	220.0569832	205.8339958
MR-2 MC-4 R-10 C-2		1	368.442516	46.33459255	119.2042105	136.4327614	237.3460384	249.8789519	284.5297313	67.80079602	123.7930727	146.9006897	138.8413162	202.6092223	196.8726018	262.2288293	212.4373737
MR-2 MC-4 R-10 C-3		1	258.9802375	92.35518537	370.0089523	365.1239114	275.1980952	623.099537	809.5410701	120.5720311	254.5565659	358.308928	298.4106611	345.7779027	522.4550972	735.5644928	475.5065217
MR-2 MC-4 R-10 C-4		1	3591.983766	521.7913931	943.313104	1238.178853	3661.555874	1899.791667	1951.271754	727.6519585	1664.531019	1779.812782	1376.281832	1317.319556	1873.660074	1420.444067	1223.793705
MR-2 MC-4 R-10 C-5		1	1308.112784	316.3880069	668.7294823	1106.695257	1751.743643	1373.491667	1455.717029	590.8244711	1215.169176	1316.736127	1505.121162	771.1530239	1068.683092	1131.441746	811.7418114
MR-2 MC-4 R-10 C-6		1	1111.113233	85.71701174	155.3283833	275.1072464	647.6812719	445.3541408	459.8790547	148.024559	274.2334268	338.2284476	312.9341301	352.4945469	446.1289106	337.1453011	264.0902435
MR-2 MC-4 R-10 C-7		1	439.2447526	112.9556363	314.8612924	332.7803618	699.6701475	515.3651611	704.9828722	184.371479	326.0354216	532.5647312	471.1328864	501.0001152	602.8988479	656.5512976	518.9296008
MR-2 MC-4 R-10 C-8		1	1154.45878	328.0203965	581.4493559	914.2552247	1795.811252	820.0490897	661.7282609	528.0580128	1613.153205	1546.641054	1197.337769	724.4760636	1012.200704	521.2838406	514.0613768
MR-2 MC-4 R-10 C-9		1	445.9883557	149.7891941	300.8080357	416.4379699	619.5679659	692.2428657	666.9271222	194.539159	354.198918	497.2484557	360.3727477	561.410537	555.3157042	689.7905072	591.9257246
MR-2 MC-4 R-10 C-10		1	343.7442982	62.17660819	113.4150721	225.2380311	480.5074276	240.1767068	182.488285	73.17630875	266.967159	293.7101997	233.9654757	121.9521993	134.1239766	111.4698068	115.0072464
MR-2 MC-4 R-10 C-11		1	684.2541427	191.5867961	220.04457	474.3614935	865.2106814	460.3047315	530.5324074	219.2952102	449.759476	572.7102941	428.1385706	358.7101332	521.2290456	499.4117152	394.6640219
MR-2 MC-4 R-10 C-12		1	9.726729891	5.347222222	1.035555556	3.321705964	3.083791294	9.28650205	26.14449541	1.732859636	3.830360393	10.78913642	11.52133581	-2.734238159	-21.47883901	14.82222331	11.3853211
MR-2 MC-4 R-10 C-13		1	6.361721612	7.866099071	-2.75168691	23.96960784	2.672814208	11.81637717	17.97340426	8.459201389	10.2294041	4.96115942	14.28146552	2.606651121	92.56306907	35.26457816	-1.867555831
MR-2 MC-4 R-10 C-14		1	-8.424042687	5.012406015	4.203683898	12.86753247	-3.175469484	8.647849462	1.947783251	4.518857797	8.391053845	4.022927194	6.091595267	0.77826087	6.187932564	32.69549499	11.69428995
MR-2 MC-4 R-10 C-15		1	-16.00815572	-0.231646147	9.083070301	7.908017908	3.323141974	8.970897616	15.09203592	1.955569081	8.343992248	11.16177562	14.10586877	1.310790719	-47.59887362	-8.720073892	-3.220812808
MR-2 MC-4 R-10 C-16		1	9.864207221	12.35837246	6.358730159	1.68649635	-5.723847019	6.183312655	10.81841249	8.039382239	2.702983643	34.53693061	13.94247439	10.45536169	148.5494366	39.50558313	5.267834988
MR-2 MC-4 R-11 C-1		1	1153.370673	88.97765182	120.4106378	405.2829721	855.6101485	536.6172601	516.4307229	150.2332866	448.9641973	411.1824607	436.6267896	356.1913534	508.9932331	375.9635007	323.5579754
MR-2 MC-4 R-11 C-2		1	12802.57939	2504.581681	2471.960323	4265.263736	6682.197358	6084.661498	5673.917391	2232.747957	4643.935304	5862.395851	4994.729658	5696.282475	6059.754286	5256.279023	6334.399036
MR-2 MC-4 R-11 C-3		1	344.9804147	63.80289306	166.3203897	132.2165292	195.9077769	116.1805106	185.8493789	60.8099469	109.4627273	192.1806452	146.8557119	78.15722714	221.7420614	145.1523981	81.26008881
MR-2 MC-4 R-11 C-4		1	3904.840088	400.8848524	556.275	1101.67797	2350.103239	1660.982576	1720.075474	581.6654418	1105.762663	1232.41186	1439.435386	857.5593493	1177.520168	1363.894655	989.56499
MR-2 MC-4 R-11 C-5		1	294.9092308	58.43036297	113.8418975	85.07631258	208.028314	118.4978504	147.2751572	55.77095121	145.7307894	161.3532254	117.7811729	51.08922306	91.72681704	117.3193355	73.75173206
MR-2 MC-4 R-11 C-6		1	341.5214196	98.06186122	291.9508988	304.1124731	383.2989723	602.2703704	724.6263879	143.4670236	403.6704138	471.3977605	335.9176749	334.717263	468.0207651	562.614058	450.8445652
MR-2 MC-4 R-11 C-7		1	2871.040445	673.676854	805.5650173	1571.879762	3587.581072	2085.130271	2296.558132	633.4078822	1719.805185	2242.865278	1697.511593	1413.551039	1372.763334	1865.393519	1556.444444
MR-2 MC-4 R-11 C-8		1	1237.172895	309.2759978	1033.817233	1285.163926	1552.22551	1541.791319	1525.671436	535.7972583	1235.683382	2137.361345	1454.487323	714.9038596	915.4584211	1173.35082	955.0295082
MR-2 MC-4 R-11 C-9		1	2122.697822	515.9375	945.1743923	1023.358676	1629.259178	1666.437837	1783.016765	602.2502576	1409.450267	1704.318634	1076.428019	1193.242629	1269.715693	1453.165637	1218.915148
MR-2 MC-4 R-11 C-10		1	622.1881942	201.9005307	393.4448198	549.2170496	623.8362573	1230.019781	982.4093082	219.4680738	537.5650246	765.3130482	624.4812429	736.2372765	1643.273522	893.5164272	870.3312489
MR-2 MC-4 R-11 C-11		1	2127.660922	413.4635417	614.0772967	1112.679239	1524.245564	1172.9407	1391.589936	390.8733333	962.429412	1390.347222	1072.77718	1163.800942	1151.601885	1152.404644	1039.611825
MR-2 MC-4 R-11 C-12		1	1858.401891	418.0744552	741.1698842	854.9209105	943.2265569	1261.230717	1458.856754	409.4240369	959.0681876	1279.462543	993.4112683	1316.565448	1315.323346	1229.418067	1286.885128
MR-2 MC-4 R-11 C-13		1	1047.142656	203.7720982	487.8785714	466.6426815	538.2529829	521.1908137	609.9553945	185.4696886	406.5045058	479.8138736	361.8084656	377.4948447	352.3096276	485.7572464	474.3278986
MR-2 MC-4 R-11 C-14		1	712.6949153	138.8091065	324.7648619	549.5318704	470.4715246	600.4796734	714.2405609	136.2518739	382.7519576	578.6573864	481.6289455	308.9336898	414.8379679	566.641402	430.6124863
MR-2 MC-4 R-11 C-15		1	1386.941308	999.5222477	1607.824506	2981.141458	1842.866878	3555.474586	3240.290502	2373.29926	2456.432806	3593.047425	2060.787879	3370.819908	6058.154722	2293.048749	2327.556565
MR-2 MC-4 R-11 C-16		1	10131.32398	2911.13864	3335.809397	6544.040651	6713.55816	5055.148824	4731.082965	1554.269299	6920.384727	7390.133581	4328.520885	4805.457475	4867.256865	923.8724407	1020.703697
MR-2 MC-4 R-12 C-1		1	-92.35733195	-8.124669894	0.391688312	88.14435753	3.631893755	-4.499042146	81.24897959	-45.21056927	16.54134732	2.687943262	114.5070357	-7.192135836	280.4159964	562.6627737	12.46715328
MR-2 MC-4 R-12 C-2		1	2952.350579	315.6896091	1231.224087	621.3365772	1977.146495	856.6534611	858.6873292	593.6390846	1126.535421	1012.853682	1353.097306	477.2493809	703.4674576	802.0677019	524.1160455
MR-2 MC-4 R-12 C-3		1	1912.773517	2143.897039	915.1212121	2992.859153	4248.463636	2436.810859	3221.532506	2404.464747	3813.255055	3314.381394	2410.827388	2217.702263	5613.888009	3576.775444	3690.485567
MR-2 MC-4 R-12 C-4		1	2476.728543	2226.679691	2335.819668	4508.399093	3718.009091	5860.444246	9149.206671	2745.255052	3799.696159	4034.401508	3598.107655	6550.381723	9092.123845	7718.367564	7973.668274
MR-2 MC-4 R-12 C-5		1	5985.876494	2661.31578	5075.856378	6006.595594	6766.630495	9275.37146	12820.91415	2088.68446	3585.068681	5460.012418	4830.138203	8042.002662	9602.996725	9561.254208	6613.337287
MR-2 MC-4 R-12 C-6		1	901.4759857	314.131957	705.7609463	819.0199216	1000.906609	854.4451374	918.1181373	419.3900969	862.7482419	718.9580809	957.7813807	507.2030943	757.961194	855.2282913	749.0735994
MR-2 MC-4 R-12 C-7		1	1796.740642	623.5135704	978.588833	1004.402597	1310.067153	1735.095798	2135.085784	512.5179012	793.5698357	781.6204314	660.7350427	1316.498617	1516.327256	2459.194922	1758.848096
MR-2 MC-4 R-12 C-8		1	983.8875992	1293.583453	2589.213275	2145.903533	1636.716162	5323.783838	7857.898653	1005.678953	1833.150978	3036.164899	2220.921846	5117.269531	5575.719866	6962.912177	5719.347446
MR-2 MC-4 R-12 C-9		1	1522.220952	781.2633333	1833.96831	1586.165217	1736.123756	1967.786232	2950.498429	811.6956744	1231.537998	1993.418254	1602.144493	2342.392626	2816.226891	2355.970932	2648.335791
MR-2 MC-4 R-12 C-10		1	4520.140888	1191.52619	1226.076277	2273.525403	3162.89041	2558.093623	2849.980016	1051.034054	2255.623148	3104.149912	2065.468514	2348.656186	2672.642284	2828.139548	2594.567363
MR-2 MC-4 R-12 C-11		1	774.5000925	152.2061413	207.4957608	293.6637705	384.1643262	581.927106	651.8054792	116.7245532	320.7850649	389.1712766	310.7190303	609.5120539	736.7398903	524.4480531	457.7091409
MR-2 MC-4 R-12 C-12		1	1021.745533	499.015358	592.9742643	612.0085143	590.4987903	1230.963552	1659.001208	473.7429954	722.9452625	1135.393822	750.0076014	1511.503449	1730.985501	1501.530897	1314.324727
MR-2 MC-4 R-12 C-13		1	2072.64691	406.504304	570.1817883	1030.27648	1507.775707	781.2437037	961.5818069	335.1843454	375.5032441	1200.91259	915.3392857	682.6988995	762.2366507	585.7933635	682.0950226
