UID	BLANK	GWEIGHT	2A4SA	2A4SA(2)	2A0SB	2A0SA	2A4SB	2A10SB	2A10SB-20	1A17SA	1A17SA-12	2A0SB(2)	2C0SB	2C7SA	1A7SB	2A10SA	2C10SA
MR-12 MC-1 R-9 C-6		1	698.1701612	85.02979017	72.07191822	165.8362451	206.0411184	250.9578223	323.1021425	201.1279799	393.2789689	160.5017032	166.0627162	135.8120536	191.2782396	163.2278851	124.7024671
MR-12 MC-1 R-9 C-7		1	2055.971325	314.2767999	152.4311355	417.738657	971.4055782	200.619543	443.9759814	1038.531343	1066.207792	1030.348943	703.5718204	478.4320911	758.3322509	436.0280498	435.4853121
MR-12 MC-1 R-9 C-8		1	2388.051282	253.2994152	237.6978107	997.183629	871.5264841	759.2166264	1052.645445	1114.976838	1657.9909	994.691967	963.9063927	565.5095675	840.5262681	652.3898464	556.6272984
MR-12 MC-1 R-9 C-9		1	5584.03972	526.8137255	475.108117	1533.245894	2025.150987	1376.974863	2495.825239	2608.91869	4401.952676	2144.140985	2620.028369	1568.320212	1727.731309	1789.192177	1341.927674
MR-12 MC-1 R-9 C-10		1	54634.44143	492.0815079	487.9751873	1483.374328	1533.20614	1281.961232	2068.693947	1721.77457	3574.606049	1631.215468	1781.012285	1101.098296	1546.116037	1431.161232	1192.411232
MR-12 MC-1 R-9 C-11		1	9328.995455	1877.060201	2562.429496	4373.971921	4304.178355	5137.024429	3705.581528	3326.101668	8457.249174	5302.345035	3665.696429	3712.585118	4493.613696	3585.127463	4621.834764
MR-12 MC-1 R-9 C-12		1	1640.347539	147.5132025	198.7985554	332.4834835	220.8445141	243.6814748	411.6809133	409.5781343	488.5071875	388.6817107	409.2481037	540.2161338	638.6311189	466.1833736	392.5648148
MR-12 MC-1 R-9 C-13		1	848.4058824	77.61175747	103.830547	291.5152434	200.694365	182.4465047	274.7283644	238.1306818	561.7164283	185.2896746	190.5294433	258.7073434	262.9143659	250.7058366	216.5572599
MR-12 MC-1 R-9 C-14		1	945.4286761	141.1232089	176.0660661	439.3992629	335.8861378	670.076087	713.8946526	368.7003008	1302.103599	292.9183083	399.5144309	832.1671506	755.0448276	590.6074534	584.689441
MR-12 MC-1 R-9 C-15		1	562.6825221	114.6556246	119.4810177	420.3773089	323.6767677	488.3611953	566.2930712	448.2514732	752.5774892	293.4646918	422.4640848	376.7456903	509.8427663	491.2915942	404.8961594
MR-12 MC-1 R-9 C-16		1	938.7736054	193.1096217	268.0205128	825.565788	549.9217791	1156.060393	1005.689969	646.888274	1671.63667	318.6238514	627.1216749	746.7691461	905.3664816	804.782413	893.2370866
MR-12 MC-1 R-10 C-1		1	1623.358815	248.0511875	225.1419626	796.0877328	1024.380278	476.4586582	967.5887396	854.9871324	2601.060872	817.1369919	939.0876623	397.0106383	510.8184294	521.9386034	397.3283926
MR-12 MC-1 R-10 C-2		1	143.0171725	27.4388587	21.06276276	42.44201681	61.996514	68.06581503	124.8785533	43.78700023	161.634135	47.5608149	58.38535622	35.25959203	33.01185851	17.42906707	28.24349472
MR-12 MC-1 R-10 C-3		1	1654.275641	152.7283139	152.0590009	498.4679079	316.1393687	788.1344266	710.3537937	315.5876789	707.6102686	336.9433156	371.0736106	379.6028719	484.2830146	490.2513146	543.1984738
MR-12 MC-1 R-10 C-4		1	218.5600907	28.52171523	30.575028	70.33007577	143.29333	90.93622484	155.3021137	112.9138756	277.1142878	138.1003035	131.4060963	98.71624595	139.8701366	99.7985585	80.26869876
MR-12 MC-1 R-10 C-5		1	1220.090668	132.2175516	372.5550901	358.3375191	398.6815078	684.8158266	869.2786236	447.5230523	637.359951	471.6077381	499.379385	599.6033356	586.3498118	654.5289855	502.0998641
MR-12 MC-1 R-10 C-6		1	1490.479082	473.1761847	316.1352429	539.9091723	624.9388308	791.989903	932.6685716	647.1481237	733.3076063	865.0565407	728.8888617	1234.100688	1082.822322	842.9636364	931.4032828
MR-12 MC-1 R-10 C-7		1	301.0776152	141.6984812	194.7626553	335.1020812	254.2432776	534.7290837	665.5850168	233.4970414	311.6812407	325.746887	251.246488	620.696562	682.5272232	547.2007576	454.5612795
MR-12 MC-1 R-10 C-8		1	1004.968968	113.5285374	129.7697479	386.4390326	601.2763294	365.8640653	577.7126475	454.9832023	1003.719839	359.0595089	475.4552885	360.3191153	426.3859926	391.5757125	344.6487094
MR-12 MC-1 R-10 C-9		1	9815.787513	1140.428109	763.4554017	2173.784068	3511.625879	1327.341081	3679.333117	4595.620506	6440.123294	4805.188623	4493.498697	3245.111383	3788.078117	3515.571567	2784.680151
MR-12 MC-1 R-10 C-10		1	6079.115674	389.0835847	332.5671858	1145.77623	1173.104124	727.5261044	1614.930362	1773.937038	2497.432732	1281.577265	1969.497595	1126.759259	1571.192407	1446.042929	1043.42862
MR-12 MC-1 R-10 C-11		1	4243.166038	580.627303	574.3772727	1247.212579	1593.081773	1385.751449	1911.745642	1673.485539	3374.614548	1665.478647	1513.764062	1474.103158	1535.378942	1364.892174	1298.222268
MR-12 MC-1 R-10 C-12		1	1295.398067	151.1278667	209.2579096	511.9615101	366.9817618	783.992993	887.7794359	443.8952972	890.3407591	358.1515446	445.448913	791.4644487	697.5333507	700.3865472	561.1535744
MR-12 MC-1 R-10 C-13		1	685.4851064	114.139738	176.6889689	226.7169811	113.7002255	671.2924431	691.6469945	173.2693691	214.0893963	233.6137624	185.1300752	425.4140351	508.1754386	624.5352437	467.2791502
MR-12 MC-1 R-10 C-14		1	3719.47626	647.4713591	689.9379828	1507.63423	1079.458512	1351.624783	1527.993289	1220.044284	2505.812003	1387.841636	1301.091152	1204.918627	1646.920405	1487.122404	1793.77377
MR-12 MC-1 R-10 C-15		1	2469.437654	365.910524	368.1924603	982.5471307	805.3800132	817.2157798	1075.850602	1163.019967	2443.357651	911.7319827	990.8869905	757.9612859	1160.127881	989.4736661	896.346988
MR-12 MC-1 R-10 C-16		1	3772.895461	321.0176889	267.2914141	961.7930909	529.7637586	870.1641785	1576.050273	1398.176279	1663.835276	872.259542	1142.378654	1289.996297	1168.311084	1702.979754	1415.513107
MR-12 MC-1 R-11 C-1		1	482.4299824	36.61809197	82.10303569	166.1483065	166.6655795	479.8044437	388.7885472	140.3669144	318.4941307	192.7132339	158.8849095	262.69664	432.8434674	389.8520612	187.9315462
MR-12 MC-1 R-11 C-2		1	992.8445383	105.3699813	125.3035714	406.8204432	468.062051	278.6521125	645.3945783	412.7397451	962.0371029	377.0766342	454.3761418	255.3251421	362.9296858	259.1244306	203.305383
MR-12 MC-1 R-11 C-3		1	1938.292557	130.9199217	133.7633053	352.9883041	405.3635059	316.5800896	539.5405192	487.5092803	1007.780804	419.3145957	498.6637469	449.7474942	478.3598002	378.7077066	404.2104445
MR-12 MC-1 R-11 C-4		1	185.4344569	52.88953885	33.55156852	97.30334448	199.9133296	153.9423383	276.2035008	73.49452514	266.8699472	135.2788372	90.66397893	125.2446547	149.8126774	109.946088	108.7121336
MR-12 MC-1 R-11 C-5		1	1556.013779	436.5615942	99.33698148	755.2174802	2059.712896	417.1973525	843.9231769	1336.62803	2953.896426	2132.512837	1070.520287	442.5211319	983.4475588	448.5958189	557.6135333
MR-12 MC-1 R-11 C-6		1	2181.789431	441.5161164	152.5156305	1071.575341	1731.75	834.1970909	1545.670998	1238.004599	3288.700586	1064.416268	1053.390336	922.855267	1022.812647	1068.32412	1049.281781
MR-12 MC-1 R-11 C-7		1	317.9200599	92.34461437	79.35060386	188.8825655	366.9297297	79.24396135	156.2827863	187.0149768	692.4284437	278.2137681	195.9311255	145.2902786	144.1781244	52.82903749	84.90584321
MR-12 MC-1 R-11 C-8		1	1147.873648	167.7573099	128.563288	368.9658063	452.9975309	315.5297423	466.546679	435.0603122	679.2817067	486.4537223	404.8822811	281.3092203	405.911215	304.5885375	324.8401845
MR-12 MC-1 R-11 C-9		1	1038.170185	113.7969327	159.7252374	386.0621183	308.8176326	367.3019573	679.642604	561.7243056	469.1324122	412.8204181	546.1004735	476.8759948	575.7880189	600.8546584	411.273913
MR-12 MC-1 R-11 C-10		1	246.480615	46.27376822	73.11575708	199.2679403	183.5957168	158.6926195	249.5051298	122.3027397	243.0789432	131.4770481	171.3012536	185.5022222	261.1142857	233.5128519	152.2276622
MR-12 MC-1 R-11 C-11		1	61.88848039	11.43088071	16.28490606	29.8015873	44.02847722	32.06166008	27.30637255	38.00912683	66.81477987	54.20819328	30.87910751	1.001472754	-69.0945324	58.48635236	54.15539702
MR-12 MC-1 R-11 C-12		1	28.52006953	9.467700839	16.47905715	38.52172097	22.87252738	44.84432949	87.12677596	19.71975393	35.28431373	34.4430072	29.14227187	73.85236199	115.1596561	103.8957769	59.78449481
MR-12 MC-1 R-11 C-13		1	1656.190382	279.8435744	250.4986581	416.0587963	322.4375133	991.7150966	1039.530952	412.5671233	533.5697938	484.2738068	332.8943368	514.8526276	644.3618716	789.5840067	594.0776936
MR-12 MC-1 R-11 C-14		1	2677.684682	476.3546162	457.4601449	1365.32778	1691.632586	853.5296296	1303.977438	1749.019988	3401.123415	1349.682083	1664.820749	834.7239866	1385.182221	984.5974464	1027.028757
MR-12 MC-1 R-11 C-15		1	715.7922535	104.93731	590.8790276	322.2414907	237.2948884	675.0833333	627.6570393	346.2528542	172.4396742	275.1400247	256.4651494	813.3827093	1033.179174	614.1704509	519.0608696
MR-12 MC-1 R-11 C-16		1	1261.775405	178.921659	181.0641569	609.4322751	382.0590062	411.634552	460.8052488	509.6772362	945.3667582	511.1175316	532.7446117	455.6137421	620.7867356	451.723046	567.3298321
MR-12 MC-1 R-12 C-1		1	-151.4953249	5.702083333	-1.111688312	227.694695	1.440979441	-7.203688772	235.3004785	80.13611111	7.983703704	-2.97037037	-122.3528399	3.048275158	206.1041029	365.8442674	-3.786982862
MR-12 MC-1 R-12 C-2		1	1469.173576	249.4784785	269.1893964	554.3194198	875.2266265	441.1032407	733.3250289	1161.861839	1566.840654	1067.651563	1261.28137	428.5061171	937.7513646	612.7228916	457.064257
MR-12 MC-1 R-12 C-3		1	6.763820639	5.027162978	5.228542171	1811.278842	2803.278494	1822.83149	2900.732576	5111.340462	4194.645957	5843.610977	3402.006849	1665.87296	4216.359639	2444.822464	2295.831522
MR-12 MC-1 R-12 C-4		1	7132.597679	1104.615811	1107.167206	2580.085037	1345.742534	11404.4421	9334.430216	2268.565135	2726.424594	2872.497874	2539.408098	4331.393318	4509.541989	5606.513274	4936.273439
MR-12 MC-1 R-12 C-5		1	14500.72706	2621.485172	2820.192665	112.551977	-13.98568182	23382.97599	17792.00895	12.77492033	6227.742188	257.6431159	124.2314658	5361.804221	6386.137554	61.61707008	14.31163381
MR-12 MC-1 R-12 C-6		1	-10.40328305	3.150114055	0.725609756	3993.686878	1583.423204	1127.65207	1542.938725	1805.68464	9.959752322	-14.35188052	-10.93763961	875.947552	1088.23672	3023.811229	2343.870998
MR-12 MC-1 R-12 C-7		1	5058.672945	544.8609903	995.9715909	928.7660613	800.1039124	2223.468122	2407.437891	1625.631012	1305.375542	2316.586593	1613.1345	1755.940621	2000.870659	2474.949626	1699.393817
MR-12 MC-1 R-12 C-8		1	197.5533238	662.0459509	2.194729345	1372.358974	703.1061581	4557.099746	3838.714601	987.0569082	989.5911707	1305.717207	1114.373036	2375.757615	2549.580435	2975.274253	2408.64192
MR-12 MC-1 R-12 C-9		1	3864.862245	2.9189005	1342.969956	53.70236492	-6.716137124	3025.886318	3010.249343	11.2689299	1298.59908	114.2404234	81.88828139	2580.615036	3275.353986	25.13888889	11.64814815
MR-12 MC-1 R-12 C-10		1	7358.507215	890.4106132	3.176676829	1802.079394	1869.171743	1540.857971	2969.437997	3075.385746	3793.997299	3288.717947	2763.27478	2323.372862	2653.214145	51.09375407	44.32013663
MR-12 MC-1 R-12 C-11		1	1094.940422	74.8183301	196.3618344	255.0503857	240.1352409	376.1967871	535.7938997	5.504065041	481.580208	314.8751165	377.9237573	463.0996308	498.1526028	529.1221344	437.4386693
MR-12 MC-1 R-12 C-12		1	1713.536335	330.1760654	436.0276055	899.6863132	410.6584961	1261.003504	1478.408186	2537.947133	851.7891353	1898.07001	1765.410638	1680.784634	1873.468085	1733.626506	1534.911647
MR-12 MC-1 R-12 C-13		1	2994.854899	322.07934	412.3398957	887.7112617	652.8438237	1813.888394	1958.390287	1252.311881	1872.746277	959.7566132	1003.429851	1611.730836	1521.201899	1469.551025	1494.250283
MR-12 MC-1 R-12 C-14		1	2942.741613	217.8345788	213.7641483	500.9755937	342.8125129	472.7447051	1006.833625	1065.065537	851.4060721	898.3759124	889.2804686	914.7975232	955.373452	1149.708023	958.5588799
MR-12 MC-1 R-12 C-15		1	6052.017349	819.4301793	914.8695851	2632.443047	970.1635686	6357.281422	5899.426196	2117.40382	1794.015007	1605.671355	1385.688672	3900.925697	5790.865497	4204.973408	2649.948967
MR-12 MC-1 R-12 C-16		1	525.757085	14.05764967	8.322510413	343.7811414	10.51641791	-25.00847345	937.0206107	78.80745796	4.138152214	16.50176913	270.633547	78.3452668	1442.683703	1280.984378	29.29701673
MR-12 MC-2 R-1 C-1		1	2466.342574	373.190539	1131.379623	1207.509646	591.6306682	1733.28583	2387.262216	936.9091638	280.9130353	795.6906415	1359.71058	2292.640869	3305.084504	1998.406916	1121.934029
MR-12 MC-2 R-1 C-2		1	6539.103523	1435.564706	1991.77478	3462.430315	2983.08871	11302.7583	13014.71368	3108.972647	4172.044725	2490.849108	3958.886856	11377.98958	10328.35368	5306.733513	5490.193322
MR-12 MC-2 R-1 C-3		1	311.25625	39.46684815	216.170265	181.7001587	137.8282516	406.7890819	533.1532028	169.282544	137.9885611	130.4852995	180.0664668	554.2527818	592.0847847	269.1970443	265.7251232
MR-12 MC-2 R-1 C-4		1	1039.766271	175.2015202	155.1807549	305.6002688	347.2131615	286.8641371	275.791705	286.133824	793.6279106	347.9084881	201.6069049	196.9956452	221.4705846	287.1028366	311.0984895
MR-12 MC-2 R-1 C-5		1	3604.561484	599.4281436	394.9992493	1678.968011	1142.207856	1316.958709	1580.729682	2045.821481	3029.886508	1392.308216	1534.728211	1854.013675	1852.499696	1922.177181	2077.507317
MR-12 MC-2 R-1 C-6		1	406.6270501	179.4083573	123.6864784	492.7741463	604.3347504	366.0175543	677.9143638	719.7298606	1570.596514	385.0315315	547.437138	256.513747	565.7393916	724.2589225	372.227779
MR-12 MC-2 R-1 C-7		1	851.2755959	133.3739987	107.9402838	496.6115293	314.648408	396.8675347	596.0134075	558.2669935	816.6433566	235.4303683	382.9808162	402.7099012	541.0130754	636.5517128	411.166469
MR-12 MC-2 R-1 C-8		1	1909.141152	471.3584271	373.2081448	897.9651553	920.9270746	798.0480159	1170.245145	2119.667254	2213.245595	1036.351329	1425.965074	1325.949953	1284.329306	1669.640856	1303.016883
MR-12 MC-2 R-1 C-9		1	73.66482545	26.68434343	33.10304054	84.56608058	57.45028565	387.3116883	24.98845204	99.32857143	129.0033602	48.94182051	59.52568493	89.30647535	97.35231175	157.313175	123.3220234
MR-12 MC-2 R-1 C-10		1	222.536634	29.046348	29.03968254	126.1942955	89.55513114	136.3900449	153.2317581	147.3743961	298.9459161	92.80494505	113.7953278	123.5957143	138.543609	196.8959608	144.9175847
MR-12 MC-2 R-1 C-11		1	293.6948663	38.33077988	28.73263757	227.4036407	161.219798	969.2824074	196.9172956	267.1189444	539.2632039	92.25353731	141.7903226	99.12339744	101.5538462	309.7430792	228.0674562
MR-12 MC-2 R-1 C-12		1	-11.15801777	1.867965368	0.412723214	26.06544901	-5.291061879	-253.3992255	33.11931755	-1.299008944	11.80029188	20.26096067	8.043053961	18.95750416	44.19630744	-42.37065769	-102.0800644
MR-12 MC-2 R-1 C-13		1	4.688187519	0.395170455	8.88872549	9.507928313	10.54990584	27.5959596	13.4453867	-5.001704545	4.0	-0.594563331	5.273785981	1.751761143	3.300381855	-10.49132605	3.406368821
MR-12 MC-2 R-1 C-14		1	4.740294511	279.8910109	9.266676977	-1.761425431	12.90931105	19.88781572	17.59671438	-3.544788576	-4.249019608	11.94244604	6.904118404	-4.88970399	11.85225225	12.15367085	6.988944321
MR-12 MC-2 R-1 C-15		1	-10.14765976	6.127868334	0.465446739	-8.837254902	0.382302824	1.096215307	-0.941262027	1.077352354	-1.519357654	18.57238414	1145.965788	-2.835134301	-0.943459916	-215.2561983	-1.745867769
MR-12 MC-2 R-1 C-16		1	1467.508827	-3.402336145	-3.16081959	1487.592617	-2.025110251	13.42219388	3360.91424	1069.952027	2.119047619	-13.3693609	850.0411932	9.02836082	3931.223906	3666.195599	17.19852092
MR-12 MC-2 R-2 C-1		1	1121.266241	121.9106841	93.36414566	479.2255127	428.936957	524.562042	763.9449384	584.4133754	1099.832568	205.4453581	348.6347298	214.9009726	206.9782675	683.8851594	534.672081
MR-12 MC-2 R-2 C-2		1	2152.911541	245.8478662	174.6920036	702.8794207	489.0927152	907.8089245	1247.615145	1149.874138	1328.424819	522.9660718	691.5510956	1024.248657	904.6949005	1234.707449	1058.56107
MR-12 MC-2 R-2 C-3		1	2649.53374	304.5465442	348.5220437	1314.149748	1119.071895	2323.420048	2140.397032	1309.101911	3270.386537	721.997195	767.5137962	1365.906544	1350.717051	1867.354447	1612.242758
MR-12 MC-2 R-2 C-4		1	1972.78288	195.9734998	305.7877956	1105.458466	762.5512422	1549.080309	1462.700206	1073.542945	2255.375145	614.2101648	695.8780787	963.9680225	1075.077558	1464.5592	1208.419523
MR-12 MC-2 R-2 C-5		1	11078.30472	1806.930745	1451.924927	4593.547162	4273.679503	5052.689359	4733.814057	6501.920444	12568.28736	3517.105741	4158.69919	6068.346977	5129.413174	6423.280324	6464.55757
MR-12 MC-2 R-2 C-6		1	3497.069876	392.8001084	254.6098485	1544.889207	1323.214722	2071.215813	1912.834863	1977.465644	5427.3832	782.0948712	1046.399413	1393.596761	1307.119021	1993.530617	1663.189514
MR-12 MC-2 R-2 C-7		1	5875.018696	906.6392245	624.1132517	2558.819876	2444.205827	2953.167193	2388.634662	3542.147197	8083.66145	1704.123628	2070.635907	2431.845116	2257.905814	3022.711646	3184.0038
MR-12 MC-2 R-2 C-8		1	2012.430642	211.5315474	258.4410326	1079.688239	734.8565217	1436.150602	1257.942242	814.4192407	2624.078639	407.2489605	692.3784193	1174.266555	1078.789573	1197.922257	1129.149522
MR-12 MC-2 R-2 C-9		1	1923.684097	412.3847196	360.7364532	1313.283218	1167.682157	944.5400684	1557.724688	1187.228739	4242.854371	958.3217404	1035.862793	2302.880722	1736.316601	1519.910253	1456.363597
MR-12 MC-2 R-2 C-10		1	291.6034644	160.9922717	170.8878977	442.4944031	396.774414	-85.17354966	617.2776304	331.973227	296.7602561	444.4242729	383.3403279	1074.027862	1267.74443	644.7015457	750.2208498
MR-12 MC-2 R-2 C-11		1	1701.918713	199.7923588	222.0485546	956.818745	577.5372356	668.1355422	1262.604882	916.8343938	1895.252368	395.5563856	622.8490191	1383.023183	1222.657401	1437.194192	1160.063047
MR-12 MC-2 R-2 C-12		1	2561.468905	431.9461166	416.0473332	1758.911622	1136.757154	-79.9057388	1526.575154	2069.450011	4120.03508	1131.355091	1265.02051	1983.736284	1864.838493	2605.410274	2136.989268
MR-12 MC-2 R-2 C-13		1	1815.625386	479.7831727	727.5652683	1567.366898	564.6165375	-489.4107457	1905.749563	996.8764577	1171.418885	832.1253852	1130.478778	3637.714522	2182.11713	1311.418942	1828.072021
MR-12 MC-2 R-2 C-14		1	1520.605236	263.2348553	429.2433583	1377.588322	380.2055233	-100.2409812	1693.682962	700.0291866	1600.988105	433.8490034	717.0382399	2307.626292	1910.537507	1154.458599	949.7164323
MR-12 MC-2 R-2 C-15		1	4679.82929	1209.190474	1527.02617	3490.683591	2145.834906	4475.243114	5138.013353	4521.199027	4944.166657	2710.561415	3487.578644	8836.211382	7865.418444	5051.678977	4897.549852
MR-12 MC-2 R-2 C-16		1	5005.030319	973.8624042	1226.903154	2699.641076	905.3997417	2307.470888	7389.390241	3121.898639	2752.617038	1378.765469	1899.805503	9676.316673	7921.54151	4014.229018	3550.258295
MR-12 MC-2 R-3 C-1		1	8458.280867	1711.549237	1794.782609	5510.468122	6345.868627	6097.737469	4377.753636	6451.041961	13101.22597	4523.291076	6345.81689	2844.33435	3848.861302	4107.834461	4341.756643
MR-12 MC-2 R-3 C-2		1	3087.225081	545.6564134	360.3084201	1570.859443	1205.150097	2562.278057	2662.191967	1812.576729	2744.615764	1031.724744	1360.560647	2455.257312	2152.542002	2204.52931	1996.888061
MR-12 MC-2 R-3 C-3		1	3659.247112	656.8282622	451.0532789	2294.320635	2343.527516	3443.400299	2970.192287	2327.871951	5414.582723	1163.088882	1697.271296	2010.368969	2072.542686	3110.74898	2403.544472
MR-12 MC-2 R-3 C-4		1	1376.354876	214.7313348	215.475	882.8490983	708.1100289	1027.777327	1062.621449	873.4619364	1791.490238	405.5761273	694.3666667	417.8059701	552.7910448	1044.798618	792.4688313
MR-12 MC-2 R-3 C-5		1	2327.459094	390.6722427	284.0147155	1482.744094	1086.726419	1746.003661	1849.399383	1610.135279	3110.354923	679.7262483	1168.928849	1525.242248	1643.571209	1763.874131	1374.444318
MR-12 MC-2 R-3 C-6		1	2834.363337	550.9689351	388.5181818	2322.395047	1529.764084	3859.161232	2417.837796	1691.551323	5469.354288	890.3445122	1324.786605	1721.785329	1631.145203	2401.300939	1860.762268
MR-12 MC-2 R-3 C-7		1	5460.592325	994.1484127	678.6801948	3737.705487	2280.968235	4958.502692	4406.81713	3526.520624	7961.400257	1521.85123	2688.423169	3022.785159	2872.815485	5422.458792	4183.812525
